#########################################################################################################
# Evolutionary tracks from the Steam Worlds Evolution model (Aguichine+2024)
# 
# Model summary:
# Earth-like core (32.5% iron-sulfur alloy, 67.5% mantle with Earth-like Fe/Si ratio)
# Pure H2O envelope and pure H2O atmosphere connected at P_b = 1000 bar
# 
# Parameters:
# ST: Stellar Type (M or G), for radiative transfer in the atmosphere
# WMF: Water Mass Fraction, between 0.001 and 1
# T_eq: Equilibrium temperature (K), between 500 K and 700 K
# M_p: Planet mass (M_e), between 0.2 M_E and 20.0 M_E
# Age: Host star age (Gyr), between 0.01 Gyr and 20 Gyr, assuming the planet formed at t_0 = 10 Myr (can be adjusted)
# 
# Model outputs:
# R_p: Planet radius (R_E) at 20 mbar
# R_b: Planet radius (R_E) at 1000 bar
# T_b: Temperature (K) at 1000 bar)
# T_int: Intrinsic temperature (K), nominal values are between 10 K and 400 K
# s_env: Specific entropy of H2O in the envelope (in J/K/kg)
# 
# Sources of energy for the cooling, expressed as luminosities (in W):
# L_env: energy from the H2O envelope (thermal + gravitational)
# L_rad: radiogenic heat produced in the core
# L_core: thermal energy of the core
# L_grav: gravitational energy of the core
# 
# By construction:
# L_env + L_rad + L_core + L_grav = (4 * Pi * R_p**2) * (sigma_SB * T_int**4)
# 
# NB: The last line of each track represents an estimate of the time until "full exhaustion".
#########################################################################################################


#ST    WMF    T_eq          M_p       Age       R_p       R_b       T_b     T_int           s_env         L_env         L_rad        L_core        L_grav
M   0.5000   600.0   0.32475535    0.0300   1.71316   1.24167   2554.82    121.25   2.3156690e+00   8.73839e+15   4.31429e+13   5.29054e+14   4.86692e+14
M   0.5000   600.0   0.32475535    0.0500   1.66345   1.21605   2353.15     98.83   2.3337693e+00   3.67310e+15   4.26841e+13   2.22383e+14   2.04576e+14
M   0.5000   600.0   0.32475535    0.1000   1.61676   1.19104   2150.71     78.22   2.3518253e+00   1.36091e+15   4.15627e+13   8.23942e+13   7.57968e+13
M   0.5000   600.0   0.32475535    0.2000   1.58149   1.17122   1995.42     63.89   2.3664068e+00   5.66850e+14   3.94071e+13   3.43192e+13   3.15712e+13
M   0.5000   600.0   0.32475535    0.5000   1.54441   1.14980   1826.91     49.67   2.3824329e+00   1.82076e+14   3.35961e+13   1.10236e+13   1.01409e+13
M   0.5000   600.0   0.32475535    1.0000   1.52155   1.13637   1720.70     41.52   2.3926377e+00   7.81588e+13   2.57725e+13   4.73202e+12   4.35312e+12
M   0.5000   600.0   0.32475535    2.0000   1.50167   1.12465   1629.84     34.78   2.4016428e+00   3.53611e+13   1.51687e+13   2.14089e+12   1.96947e+12
M   0.5000   600.0   0.32475535    5.0000   1.47704   1.11012   1519.35     26.45   2.4129388e+00   1.32723e+13   3.08739e+12   8.03553e+11   7.39211e+11
M   0.5000   600.0   0.32475535   10.0000   1.46029   1.10026   1445.60     20.64   2.4206852e+00   5.68165e+12   2.21473e+11   3.43988e+11   3.16444e+11
M   0.5000   600.0   0.32475535   20.0000   1.44915   1.09371   1397.27     14.61   2.4258768e+00   1.51942e+12   1.39264e+09   9.19912e+10   8.46254e+10
M   0.5000   600.0   0.32475535  1.22e+03   1.37205   1.01694   1302.60      0.00   2.4262400e+00   0.00000e+00   5.15301e+08   0.00000e+00   0.00000e+00

M   0.5000   600.0   0.41382762    0.0100   2.82226   1.73917   6563.86    687.43   2.1282600e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   0.41382762    0.0101   2.45034   1.61502   5147.68    489.39   2.1925835e+00   3.89219e+18   5.55627e+13   2.43737e+17   2.42290e+17
M   0.5000   600.0   0.41382762    0.0105   2.14729   1.50306   4134.53    345.68   2.2549937e+00   8.39959e+17   5.55507e+13   5.26001e+16   5.22878e+16
M   0.5000   600.0   0.41382762    0.0110   2.02457   1.45506   3764.86    292.70   2.2831722e+00   4.04834e+17   5.55358e+13   2.53515e+16   2.52010e+16
M   0.5000   600.0   0.41382762    0.0120   1.92080   1.40955   3445.65    246.57   2.3107783e+00   1.91438e+17   5.55062e+13   1.19882e+16   1.19171e+16
M   0.5000   600.0   0.41382762    0.0150   1.81535   1.35417   3077.04    193.53   2.3455935e+00   6.69700e+16   5.54170e+13   4.19381e+15   4.16891e+15
M   0.5000   600.0   0.41382762    0.0200   1.75036   1.31971   2782.60    156.02   2.3679854e+00   2.68697e+16   5.52693e+13   1.68264e+15   1.67265e+15
M   0.5000   600.0   0.41382762    0.0300   1.69756   1.29128   2558.79    127.23   2.3869046e+00   1.13681e+16   5.49757e+13   7.11898e+14   7.07671e+14
M   0.5000   600.0   0.41382762    0.0500   1.65214   1.26711   2361.21    103.78   2.4033154e+00   4.81477e+15   5.43913e+13   3.01511e+14   2.99721e+14
M   0.5000   600.0   0.41382762    0.1000   1.60863   1.24333   2158.46     82.14   2.4197703e+00   1.79128e+15   5.29609e+13   1.12174e+14   1.11508e+14
M   0.5000   600.0   0.41382762    0.2000   1.57614   1.22476   1999.30     66.73   2.4328392e+00   7.32392e+14   5.02139e+13   4.58640e+13   4.55917e+13
M   0.5000   600.0   0.41382762    0.5000   1.54226   1.20479   1830.52     51.90   2.4471123e+00   2.37554e+14   4.28170e+13   1.48762e+13   1.47878e+13
M   0.5000   600.0   0.41382762    1.0000   1.52106   1.19210   1725.56     43.46   2.4563195e+00   1.03505e+14   3.28406e+13   6.48171e+12   6.44323e+12
M   0.5000   600.0   0.41382762    2.0000   1.50248   1.18093   1633.51     36.29   2.4644919e+00   4.62621e+13   1.93199e+13   2.89703e+12   2.87983e+12
M   0.5000   600.0   0.41382762    5.0000   1.47986   1.16732   1521.67     27.51   2.4745649e+00   1.70987e+13   3.93074e+12   1.07076e+12   1.06440e+12
M   0.5000   600.0   0.41382762   10.0000   1.46487   1.15830   1448.03     21.33   2.4812942e+00   7.12955e+12   2.82001e+11   4.46467e+11   4.43817e+11
M   0.5000   600.0   0.41382762   20.0000   1.45470   1.15220   1400.17     15.11   2.4858860e+00   1.92729e+12   1.89331e+09   1.20691e+11   1.19974e+11
M   0.5000   600.0   0.41382762  1.49e+03   1.38030   1.07801   1312.66      0.00   2.4861300e+00   0.00000e+00   6.56635e+08   0.00000e+00   0.00000e+00

M   0.5000   600.0   0.52733018    0.0100   2.60321   1.75192   6563.86    715.87   2.2271800e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   0.52733018    0.0101   2.28926   1.64363   5184.53    515.77   2.2825945e+00   4.93556e+18   7.08022e+13   3.21855e+17   3.36039e+17
M   0.5000   600.0   0.52733018    0.0105   2.05674   1.54052   4141.52    362.35   2.3388689e+00   1.05699e+18   7.07867e+13   6.89276e+16   7.19653e+16
M   0.5000   600.0   0.52733018    0.0110   1.97166   1.49737   3770.96    306.99   2.3635481e+00   5.14861e+17   7.07680e+13   3.35748e+16   3.50545e+16
M   0.5000   600.0   0.52733018    0.0120   1.89164   1.45573   3445.65    257.90   2.3880528e+00   2.42535e+17   7.07301e+13   1.58160e+16   1.65130e+16
M   0.5000   600.0   0.52733018    0.0150   1.79697   1.40522   3088.90    203.40   2.4187170e+00   8.75314e+16   7.06174e+13   5.70805e+15   5.95960e+15
M   0.5000   600.0   0.52733018    0.0200   1.73665   1.37248   2795.29    164.28   2.4391980e+00   3.54501e+16   7.04281e+13   2.31175e+15   2.41363e+15
M   0.5000   600.0   0.52733018    0.0300   1.68780   1.34553   2565.57    133.80   2.4564253e+00   1.49788e+16   7.00539e+13   9.76788e+14   1.01984e+15
M   0.5000   600.0   0.52733018    0.0500   1.64616   1.32260   2371.30    109.16   2.4713545e+00   6.37473e+15   6.93090e+13   4.15705e+14   4.34025e+14
M   0.5000   600.0   0.52733018    0.1000   1.60604   1.30011   2166.48     86.29   2.4862468e+00   2.36953e+15   6.74869e+13   1.54520e+14   1.61330e+14
M   0.5000   600.0   0.52733018    0.2000   1.57582   1.28244   2006.53     69.97   2.4981280e+00   9.66259e+14   6.39873e+13   6.30111e+13   6.57880e+13
M   0.5000   600.0   0.52733018    0.5000   1.54764   1.26368   1833.36     54.14   2.5109292e+00   3.08054e+14   5.45560e+13   2.00886e+13   2.09739e+13
M   0.5000   600.0   0.52733018    1.0000   1.53053   1.25189   1728.21     45.26   2.5190752e+00   1.33983e+14   4.18482e+13   8.73724e+12   9.12229e+12
M   0.5000   600.0   0.52733018    2.0000   1.51544   1.24144   1636.79     37.81   2.5263478e+00   6.02885e+13   2.46144e+13   3.93150e+12   4.10476e+12
M   0.5000   600.0   0.52733018    5.0000   1.49706   1.22868   1525.41     28.74   2.5353286e+00   2.25757e+13   5.01001e+12   1.47219e+12   1.53707e+12
M   0.5000   600.0   0.52733018   10.0000   1.48490   1.22023   1452.44     22.20   2.5413143e+00   9.21381e+12   3.59404e+11   6.00845e+11   6.27325e+11
M   0.5000   600.0   0.52733018   20.0000   1.47646   1.21439   1403.34     15.70   2.5454950e+00   2.50226e+12   2.43246e+09   1.63176e+11   1.70367e+11
M   0.5000   600.0   0.52733018  1.82e+03   1.40484   1.14286   1322.31      0.00   2.5456500e+00   0.00000e+00   8.36733e+08   0.00000e+00   0.00000e+00

M   0.5000   600.0   0.67196366    0.0100   2.42730   1.77613   6563.86    744.95   2.3205200e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   0.67196366    0.0101   2.21134   1.67982   5203.08    540.71   2.3689451e+00   6.19607e+18   9.02215e+13   4.09219e+17   4.50551e+17
M   0.5000   600.0   0.67196366    0.0105   2.02047   1.58662   4155.38    380.34   2.4185203e+00   1.35436e+18   9.02021e+13   8.94489e+16   9.84834e+16
M   0.5000   600.0   0.67196366    0.0110   1.94265   1.54649   3772.96    320.88   2.4407793e+00   6.52286e+17   9.01778e+13   4.30802e+16   4.74314e+16
M   0.5000   600.0   0.67196366    0.0120   1.87080   1.50840   3443.49    269.16   2.4624365e+00   3.07372e+17   9.01296e+13   2.03004e+16   2.23507e+16
M   0.5000   600.0   0.67196366    0.0150   1.78588   1.46218   3082.42    211.81   2.4894702e+00   1.10876e+17   8.99857e+13   7.32282e+15   8.06243e+15
M   0.5000   600.0   0.67196366    0.0200   1.73328   1.43156   2802.82    171.96   2.5078439e+00   4.60768e+16   8.97448e+13   3.04314e+15   3.35050e+15
M   0.5000   600.0   0.67196366    0.0300   1.69334   1.40638   2567.36    139.66   2.5232557e+00   1.93318e+16   8.92678e+13   1.27677e+15   1.40572e+15
M   0.5000   600.0   0.67196366    0.0500   1.65964   1.38502   2377.06    114.12   2.5365573e+00   8.31520e+15   8.83205e+13   5.49177e+14   6.04645e+14
M   0.5000   600.0   0.67196366    0.1000   1.62633   1.36377   2172.85     90.17   2.5499854e+00   3.09865e+15   8.59981e+13   2.04650e+14   2.25320e+14
M   0.5000   600.0   0.67196366    0.2000   1.60126   1.34703   2010.06     72.93   2.5607154e+00   1.25400e+15   8.15323e+13   8.28201e+13   9.11850e+13
M   0.5000   600.0   0.67196366    0.5000   1.57556   1.32935   1839.49     56.60   2.5721915e+00   4.07520e+14   6.95206e+13   2.69147e+13   2.96331e+13
M   0.5000   600.0   0.67196366    1.0000   1.55943   1.31805   1732.95     47.21   2.5796001e+00   1.76364e+14   5.33076e+13   1.16480e+13   1.28244e+13
M   0.5000   600.0   0.67196366    2.0000   1.54544   1.30823   1639.69     39.31   2.5861054e+00   7.83898e+13   3.13652e+13   5.17725e+12   5.70016e+12
M   0.5000   600.0   0.67196366    5.0000   1.52856   1.29631   1528.19     29.94   2.5940470e+00   2.95763e+13   6.38821e+12   1.95337e+12   2.15066e+12
M   0.5000   600.0   0.67196366   10.0000   1.51748   1.28849   1455.01     22.94   2.5993075e+00   1.16698e+13   4.61453e+11   7.70732e+11   8.48576e+11
M   0.5000   600.0   0.67196366   20.0000   1.51007   1.28299   1406.26     16.38   2.6030190e+00   3.31390e+12   3.08774e+09   2.18867e+11   2.40972e+11
M   0.5000   600.0   0.67196366  2.21e+03   1.44095   1.21390   1330.52      0.00   2.6030900e+00   0.00000e+00   1.06623e+09   0.00000e+00   0.00000e+00

M   0.5000   600.0   0.85626648    0.0100   2.35192   1.81110   6563.86    776.40   2.4088500e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   0.85626648    0.0101   2.16295   1.72488   5221.72    566.52   2.4512158e+00   7.82442e+18   1.14967e+14   5.20988e+17   6.18278e+17
M   0.5000   600.0   0.85626648    0.0105   1.99205   1.63940   4162.25    397.76   2.4953607e+00   1.71923e+18   1.14942e+14   1.14475e+17   1.35852e+17
M   0.5000   600.0   0.85626648    0.0110   1.92768   1.60270   3777.06    335.34   2.5150248e+00   8.30400e+17   1.14911e+14   5.52921e+16   6.56174e+16
M   0.5000   600.0   0.85626648    0.0120   1.86970   1.56789   3445.65    281.10   2.5341055e+00   3.92674e+17   1.14850e+14   2.61462e+16   3.10288e+16
M   0.5000   600.0   0.85626648    0.0150   1.80062   1.52537   3080.26    220.68   2.5579889e+00   1.41337e+17   1.14667e+14   9.41093e+15   1.11683e+16
M   0.5000   600.0   0.85626648    0.0200   1.75522   1.49672   2816.43    180.39   2.5744504e+00   6.06082e+16   1.14359e+14   4.03559e+15   4.78920e+15
M   0.5000   600.0   0.85626648    0.0300   1.71808   1.47282   2575.97    146.47   2.5884318e+00   2.54950e+16   1.13751e+14   1.69758e+15   2.01459e+15
M   0.5000   600.0   0.85626648    0.0500   1.68696   1.45253   2384.86    119.41   2.6004859e+00   1.09066e+16   1.12545e+14   7.26214e+14   8.61828e+14
M   0.5000   600.0   0.85626648    0.1000   1.65779   1.43247   2179.73     94.36   2.6125692e+00   4.07697e+15   1.09586e+14   2.71465e+14   3.22159e+14
M   0.5000   600.0   0.85626648    0.2000   1.63583   1.41671   2016.47     76.24   2.6221735e+00   1.64992e+15   1.03899e+14   1.09860e+14   1.30375e+14
M   0.5000   600.0   0.85626648    0.5000   1.61304   1.39981   1845.95     59.14   2.6325880e+00   5.38127e+14   8.85556e+13   3.58311e+13   4.25222e+13
M   0.5000   600.0   0.85626648    1.0000   1.59912   1.38934   1734.55     48.92   2.6391195e+00   2.24849e+14   6.79688e+13   1.49715e+13   1.77673e+13
M   0.5000   600.0   0.85626648    2.0000   1.58692   1.38007   1644.98     41.08   2.6449325e+00   1.04786e+14   4.00082e+13   6.97717e+12   8.28009e+12
M   0.5000   600.0   0.85626648    5.0000   1.57205   1.36876   1531.57     31.11   2.6520760e+00   3.83309e+13   8.13923e+12   2.55226e+12   3.02887e+12
M   0.5000   600.0   0.85626648   10.0000   1.56234   1.36135   1459.49     23.88   2.6567891e+00   1.52503e+13   5.89140e+11   1.01544e+12   1.20507e+12
M   0.5000   600.0   0.85626648   20.0000   1.55540   1.35606   1408.68     17.03   2.6601742e+00   4.33437e+12   3.62584e+09   2.88604e+11   3.42498e+11
M   0.5000   600.0   0.85626648  2.66e+03   1.48885   1.28962   1338.58      0.00   2.6603800e+00   0.00000e+00   1.35867e+09   0.00000e+00   0.00000e+00

M   0.5000   600.0   1.09111896    0.0100   2.28919   1.85615   6563.86    808.49   2.4927700e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   1.09111896    0.0101   2.13631   1.77831   5240.42    592.61   2.5299763e+00   9.87789e+18   1.46499e+14   6.61441e+17   8.67661e+17
M   0.5000   600.0   1.09111896    0.0105   1.99753   1.69985   4176.21    416.01   2.5691762e+00   2.19374e+18   1.46468e+14   1.46897e+17   1.92696e+17
M   0.5000   600.0   1.09111896    0.0110   1.94094   1.66615   3789.32    350.97   2.5865654e+00   1.06812e+18   1.46429e+14   7.15234e+16   9.38225e+16
M   0.5000   600.0   1.09111896    0.0120   1.88854   1.63376   3452.14    293.79   2.6036139e+00   5.04598e+17   1.46351e+14   3.37888e+16   4.43233e+16
M   0.5000   600.0   1.09111896    0.0150   1.82874   1.59427   3081.70    230.27   2.6248689e+00   1.81523e+17   1.46116e+14   1.21551e+16   1.59447e+16
M   0.5000   600.0   1.09111896    0.0200   1.78915   1.56752   2832.36    189.28   2.6395781e+00   7.99194e+16   1.45725e+14   5.35155e+15   7.02002e+15
M   0.5000   600.0   1.09111896    0.0300   1.75636   1.54482   2584.87    153.37   2.6522385e+00   3.34420e+16   1.44950e+14   2.23934e+15   2.93750e+15
M   0.5000   600.0   1.09111896    0.0500   1.72893   1.52562   2389.79    124.91   2.6630990e+00   1.43065e+16   1.43415e+14   9.57992e+14   1.25667e+15
M   0.5000   600.0   1.09111896    0.1000   1.70169   1.50650   2187.43     98.67   2.6740562e+00   5.35013e+15   1.39639e+14   3.58255e+14   4.69949e+14
M   0.5000   600.0   1.09111896    0.2000   1.68113   1.49155   2024.10     79.73   2.6827183e+00   2.17439e+15   1.32398e+14   1.45601e+14   1.90996e+14
M   0.5000   600.0   1.09111896    0.5000   1.65969   1.47544   1852.22     61.84   2.6921568e+00   7.13773e+14   1.12886e+14   4.77956e+13   6.26969e+13
M   0.5000   600.0   1.09111896    1.0000   1.64637   1.46527   1741.17     51.22   2.6981613e+00   3.02035e+14   8.65609e+13   2.02248e+13   2.65304e+13
M   0.5000   600.0   1.09111896    2.0000   1.63532   1.45651   1646.93     42.62   2.7033639e+00   1.34846e+14   5.09482e+13   9.02951e+12   1.18447e+13
M   0.5000   600.0   1.09111896    5.0000   1.62231   1.44599   1534.35     32.29   2.7096662e+00   4.93734e+13   1.03766e+13   3.30613e+12   4.33690e+12
M   0.5000   600.0   1.09111896   10.0000   1.61373   1.43904   1462.61     24.78   2.7138455e+00   1.96666e+13   7.53798e+11   1.31691e+12   1.72749e+12
M   0.5000   600.0   1.09111896   20.0000   1.60757   1.43404   1411.83     18.01   2.7168720e+00   6.07448e+12   4.51445e+09   4.06758e+11   5.33574e+11
M   0.5000   600.0   1.09111896  3.22e+03   1.54287   1.36940   1345.69      0.00   2.7170200e+00   0.00000e+00   1.73132e+09   0.00000e+00   0.00000e+00

M   0.5000   600.0   1.39038559    0.0100   2.26954   1.91030   6563.86    839.73   2.5730600e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   1.39038559    0.0101   2.13838   1.83973   5259.23    618.63   2.6057468e+00   1.24842e+19   1.86681e+14   8.44940e+17   1.16788e+18
M   0.5000   600.0   1.39038559    0.0105   2.02020   1.76791   4197.34    435.66   2.6403335e+00   2.83768e+18   1.86640e+14   1.92055e+17   2.65459e+17
M   0.5000   600.0   1.39038559    0.0110   1.97066   1.73630   3801.63    366.68   2.6560060e+00   1.37421e+18   1.86590e+14   9.30073e+16   1.28555e+17
M   0.5000   600.0   1.39038559    0.0120   1.92503   1.70643   3463.01    307.22   2.6710801e+00   6.54494e+17   1.86491e+14   4.42965e+16   6.12267e+16
M   0.5000   600.0   1.39038559    0.0150   1.87008   1.66956   3086.74    240.58   2.6900545e+00   2.35850e+17   1.86193e+14   1.59624e+16   2.20633e+16
M   0.5000   600.0   1.39038559    0.0200   1.83381   1.64447   2851.29    198.77   2.7032125e+00   1.06399e+17   1.85694e+14   7.20116e+15   9.95345e+15
M   0.5000   600.0   1.39038559    0.0300   1.80429   1.62271   2598.44    161.10   2.7147730e+00   4.46718e+16   1.84706e+14   3.02341e+15   4.17896e+15
M   0.5000   600.0   1.39038559    0.0500   1.77951   1.60425   2398.75    131.20   2.7247163e+00   1.91528e+16   1.82749e+14   1.29627e+15   1.79171e+15
M   0.5000   600.0   1.39038559    0.1000   1.75489   1.58582   2200.68    103.89   2.7347548e+00   7.26237e+15   1.77939e+14   4.91521e+14   6.79381e+14
M   0.5000   600.0   1.39038559    0.2000   1.73619   1.57144   2032.45     83.55   2.7426700e+00   2.90059e+15   1.68712e+14   1.96314e+14   2.71345e+14
M   0.5000   600.0   1.39038559    0.5000   1.71693   1.55613   1856.77     64.44   2.7511626e+00   9.34629e+14   1.43834e+14   6.32562e+13   8.74328e+13
M   0.5000   600.0   1.39038559    1.0000   1.70505   1.54652   1746.09     53.43   2.7565422e+00   3.99281e+14   1.10296e+14   2.70236e+13   3.73520e+13
M   0.5000   600.0   1.39038559    2.0000   1.69476   1.53814   1653.76     44.64   2.7612669e+00   1.82741e+14   6.49553e+13   1.23680e+13   1.70951e+13
M   0.5000   600.0   1.39038559    5.0000   1.68208   1.52777   1540.42     33.82   2.7671380e+00   6.65590e+13   1.32137e+13   4.50475e+12   6.22647e+12
M   0.5000   600.0   1.39038559   10.0000   1.67392   1.52109   1465.46     25.73   2.7709450e+00   2.54243e+13   9.53578e+11   1.72073e+12   2.37840e+12
M   0.5000   600.0   1.39038559   20.0000   1.66834   1.51653   1414.65     19.06   2.7735559e+00   8.37126e+12   5.94380e+09   5.66571e+11   7.83116e+11
M   0.5000   600.0   1.39038559  3.91e+03   1.60598   1.45420   1352.60      0.00   2.7736400e+00   0.00000e+00   2.20617e+09   0.00000e+00   0.00000e+00

M   0.5000   600.0   1.77173358    0.0100   2.27247   1.97243   6563.86    870.84   2.6505200e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   1.77173358    0.0101   2.16071   1.90814   5278.12    644.70   2.6792972e+00   1.57474e+19   2.37882e+14   1.07196e+18   1.57426e+18
M   0.5000   600.0   1.77173358    0.0105   2.05410   1.84107   4204.30    453.17   2.7103821e+00   3.58167e+18   2.37831e+14   2.43811e+17   3.58056e+17
M   0.5000   600.0   1.77173358    0.0110   2.01091   1.81179   3807.81    381.61   2.7243064e+00   1.74495e+18   2.37767e+14   1.18782e+17   1.74441e+17
M   0.5000   600.0   1.77173358    0.0120   1.97065   1.78384   3465.19    319.37   2.7378083e+00   8.30219e+17   2.37641e+14   5.65147e+16   8.29963e+16
M   0.5000   600.0   1.77173358    0.0150   1.92225   1.74945   3086.02    249.97   2.7547215e+00   2.99970e+17   2.37261e+14   2.04196e+16   2.99877e+16
M   0.5000   600.0   1.77173358    0.0200   1.88979   1.72594   2850.14    206.47   2.7664753e+00   1.35956e+17   2.36629e+14   9.25481e+15   1.35914e+16
M   0.5000   600.0   1.77173358    0.0300   1.86205   1.70522   2606.51    168.13   2.7769632e+00   5.81629e+16   2.35366e+14   3.95927e+15   5.81449e+15
M   0.5000   600.0   1.77173358    0.0500   1.83864   1.68749   2403.69    137.03   2.7860382e+00   2.50612e+16   2.32872e+14   1.70597e+15   2.50535e+15
M   0.5000   600.0   1.77173358    0.1000   1.81554   1.66991   2200.61    107.56   2.7951305e+00   9.19412e+15   2.26737e+14   6.25863e+14   9.19127e+14
M   0.5000   600.0   1.77173358    0.2000   1.79833   1.65634   2039.04     87.25   2.8022216e+00   3.81725e+15   2.14998e+14   2.59848e+14   3.81607e+14
M   0.5000   600.0   1.77173358    0.5000   1.78040   1.64140   1861.45     67.15   2.8100923e+00   1.22258e+15   1.83253e+14   8.32236e+13   1.22220e+14
M   0.5000   600.0   1.77173358    1.0000   1.76960   1.63225   1747.50     55.37   2.8149444e+00   5.10947e+14   1.40509e+14   3.47812e+13   5.10789e+13
M   0.5000   600.0   1.77173358    2.0000   1.76044   1.62445   1654.35     46.15   2.8191096e+00   2.31340e+14   8.28111e+13   1.57478e+13   2.31269e+13
M   0.5000   600.0   1.77173358    5.0000   1.74900   1.61465   1542.68     35.06   2.8243650e+00   8.55713e+13   1.68323e+13   5.82502e+12   8.55449e+12
M   0.5000   600.0   1.77173358   10.0000   1.74159   1.60829   1468.47     26.79   2.8277961e+00   3.33053e+13   1.21392e+12   2.26716e+12   3.32950e+12
M   0.5000   600.0   1.77173358   20.0000   1.73648   1.60391   1418.68     20.29   2.8301615e+00   1.13696e+13   7.35918e+09   7.73953e+11   1.13661e+12
M   0.5000   600.0   1.77173358  4.76e+03   1.67607   1.54352   1358.74      0.00   2.8302400e+00   0.00000e+00   2.81127e+09   0.00000e+00   0.00000e+00

M   0.5000   600.0   2.25767578    0.0100   2.29764   2.04571   6563.86    901.39   2.7241000e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   2.25767578    0.0101   2.20245   1.98706   5316.16    674.20   2.7493675e+00   2.02727e+19   3.03128e+14   1.39509e+18   2.18589e+18
M   0.5000   600.0   2.25767578    0.0105   2.10715   1.92413   4239.85    475.87   2.7773149e+00   4.72152e+18   3.03062e+14   3.24918e+17   5.09097e+17
M   0.5000   600.0   2.25767578    0.0110   2.06704   1.89642   3838.85    401.26   2.7899179e+00   2.31965e+18   3.02982e+14   1.59630e+17   2.50116e+17
M   0.5000   600.0   2.25767578    0.0120   2.02901   1.86937   3484.89    334.98   2.8023905e+00   1.09537e+18   3.02819e+14   7.53793e+16   1.18108e+17
M   0.5000   600.0   2.25767578    0.0150   1.98511   1.83657   3099.67    262.25   2.8177726e+00   3.97544e+17   3.02335e+14   2.73576e+16   4.28651e+16
M   0.5000   600.0   2.25767578    0.0200   1.95551   1.81407   2859.55    216.61   2.8284800e+00   1.80632e+17   3.01531e+14   1.24304e+16   1.94766e+16
M   0.5000   600.0   2.25767578    0.0300   1.92979   1.79402   2623.33    176.64   2.8381298e+00   7.78543e+16   2.99920e+14   5.35765e+15   8.39462e+15
M   0.5000   600.0   2.25767578    0.0500   1.90827   1.77693   2413.46    143.66   2.8464456e+00   3.33309e+16   2.96740e+14   2.29371e+15   3.59389e+15
M   0.5000   600.0   2.25767578    0.1000   1.88711   1.76003   2212.11    112.89   2.8547489e+00   1.23219e+16   2.88928e+14   8.47947e+14   1.32860e+15
M   0.5000   600.0   2.25767578    0.2000   1.87094   1.74684   2049.60     91.55   2.8612764e+00   5.12599e+15   2.73966e+14   3.52752e+14   5.52709e+14
M   0.5000   600.0   2.25767578    0.5000   1.85392   1.73257   1867.05     69.98   2.8684053e+00   1.60226e+15   2.33523e+14   1.10262e+14   1.72764e+14
M   0.5000   600.0   2.25767578    1.0000   1.84366   1.72381   1755.81     58.05   2.8728097e+00   6.91963e+14   1.79145e+14   4.76184e+13   7.46107e+13
M   0.5000   600.0   2.25767578    2.0000   1.83460   1.71602   1661.30     48.34   2.8767394e+00   3.13731e+14   1.05298e+14   2.15899e+13   3.38280e+13
M   0.5000   600.0   2.25767578    5.0000   1.82392   1.70680   1545.17     36.38   2.8814179e+00   1.10529e+14   2.14632e+13   7.60618e+12   1.19177e+13
M   0.5000   600.0   2.25767578   10.0000   1.81702   1.70084   1471.17     27.93   2.8844522e+00   4.38428e+13   1.55269e+12   3.01710e+12   4.72734e+12
M   0.5000   600.0   2.25767578   20.0000   1.81233   1.69679   1421.80     20.92   2.8865297e+00   1.43281e+13   9.38419e+09   9.86005e+11   1.54492e+12
M   0.5000   600.0   2.25767578  5.83e+03   1.75292   1.63739   1364.66      0.00   2.8865700e+00   0.00000e+00   3.58233e+09   0.00000e+00   0.00000e+00

M   0.5000   600.0   2.87689978    0.0100   2.33644   2.12477   6563.86    932.35   2.7964200e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   0.5000   600.0   2.87689978    0.0101   2.25463   2.07160   5354.55    704.60   2.8184379e+00   2.60506e+19   3.86268e+14   1.79919e+18   3.07651e+18
M   0.5000   600.0   2.87689978    0.0105   2.16960   2.01241   4268.52    497.85   2.8436154e+00   6.13179e+18   3.86184e+14   4.23492e+17   7.24147e+17
M   0.5000   600.0   2.87689978    0.0110   2.13369   1.98637   3864.00    420.19   2.8549272e+00   3.03250e+18   3.86081e+14   2.09439e+17   3.58129e+17
M   0.5000   600.0   2.87689978    0.0120   2.09958   1.96108   3509.15    351.69   2.8660587e+00   1.45129e+18   3.85876e+14   1.00233e+17   1.71393e+17
M   0.5000   600.0   2.87689978    0.0150   2.05820   1.92974   3114.62    275.05   2.8800493e+00   5.26211e+17   3.85257e+14   3.63427e+16   6.21440e+16
