# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec  8 19:54:38 2023
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
# CONSTRAINT:  order by pl_rade asc
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
#
pl_name	default_flag	pl_rade	pl_radeerr1	pl_radeerr2	pl_masse	pl_masseerr1	pl_masseerr2
Kepler-1487 b	1	2.130	0.850	-0.450			
Kepler-1504 b	1	2.130	0.230	-0.190			
Kepler-200 b	1	2.130	0.410	-0.410			
Kepler-214 c	1	2.130	0.400	-0.400			
Kepler-267 c	1	2.130	0.110	-0.110			
Kepler-283 b	1	2.130	0.260	-0.260			
Kepler-622 b	1	2.130	0.280	-0.160			
Kepler-930 b	1	2.130	0.920	-0.420			
Kepler-942 b	1	2.130	0.230	-0.080			
Kepler-971 b	1	2.130	0.220	-0.240			
Kepler-1777 b	1	2.132					
TOI-270 d	1	2.133	0.058	-0.058	4.78000	0.43000	-0.43000
K2-62 b	1	2.140	0.210	-0.210			
K2-62 c	1	2.140	0.220	-0.220			
Kepler-1160 b	1	2.140	0.280	-0.140			
Kepler-1212 b	1	2.140	0.580	-0.270			
Kepler-1236 b	1	2.140	0.180	-0.220			
Kepler-1403 b	1	2.140	0.540	-0.260			
Kepler-437 b	1	2.140	0.220	-0.170			
Kepler-813 b	1	2.140	0.420	-0.190			
HD 63433 b	1	2.150	0.100	-0.100			
K2-42 b	1	2.150	0.240	-0.240			
K2-71 b	1	2.150	0.330	-0.330			
Kepler-1013 b	1	2.150	0.360	-0.200			
Kepler-120 b	1	2.150	0.170	-0.170			
Kepler-1286 b	1	2.150	0.450	-0.180			
Kepler-1364 b	1	2.150	0.800	-0.390			
Kepler-252 c	1	2.150	0.130	-0.130			
Kepler-254 c	1	2.150	1.030	-1.030			
Kepler-256 c	1	2.150	0.530	-0.530			
Kepler-289 b	1	2.150	0.100	-0.100	7.30000	6.80000	-6.80000
Kepler-364 c	1	2.150	0.420	-0.420			
Kepler-401 c	1	2.150	0.400	-0.400			
Kepler-566 b	1	2.150	0.130	-0.130			
Kepler-61 b	1	2.150	0.130	-0.130			
Kepler-1322 c	1	2.155					
HD 86226 c	1	2.160	0.080	-0.080	7.25000	1.19000	-1.12000
Kepler-142 d	1	2.160	0.470	-0.470			
Kepler-1455 b	1	2.160	0.150	-0.160			
Kepler-1474 b	1	2.160	0.440	-0.230			
Kepler-1621 b	1	2.160	0.800	-0.370			
Kepler-291 b	1	2.160	0.940	-0.940			
Kepler-308 c	1	2.160	1.040	-1.040			
Kepler-745 b	1	2.160	0.580	-0.220			
HR 858 d	1	2.164	0.086	-0.083			
EPIC 212424622 b	1	2.170	0.670	-0.420			
K2-243 b	1	2.170	0.140	-0.120			
Kepler-1009 b	1	2.170	0.270	-0.240			
Kepler-102 e	1	2.170	0.110	-0.110	4.70000	1.80000	-1.80000
Kepler-1329 b	1	2.170	0.060	-0.160			
Kepler-1653 b	1	2.170	0.160	-0.230			
Kepler-304 c	1	2.170	0.150	-0.150			
Kepler-499 b	1	2.170	0.250	-0.160			
Kepler-50 c	1	2.170	0.070	-0.080			
Kepler-797 b	1	2.170	0.430	-0.220			
Kepler-1742 b	1	2.178					
K2-125 b	1	2.180	0.190	-0.180			
Kepler-1016 b	1	2.180	0.370	-0.280			
Kepler-113 c	1	2.180	0.060	-0.060	8.70000		
Kepler-1444 b	1	2.180	0.410	-0.190			
Kepler-245 c	1	2.180	0.170	-0.170			
Kepler-250 d	1	2.180	1.250	-1.250			
Kepler-261 b	1	2.180	0.140	-0.140			
Kepler-594 b	1	2.180	0.220	-0.150			
Kepler-662 b	1	2.180	0.110	-0.120			
Kepler-732 b	1	2.180	0.120	-0.160			
Kepler-790 b	1	2.180	0.170	-0.140			
Kepler-85 c	1	2.180	0.100	-0.100			
TOI-1470 b	1	2.180	0.040	-0.040	7.32000	1.21000	-1.24000
K2-379 b	1	2.181	0.363	-0.198			
K2-389 b	1	2.184	0.118	-0.114			
K2-146 c	1	2.190	0.070	-0.070	7.49000	0.24000	-0.24000
K2-166 b	1	2.190	0.200	-0.190			
K2-247 c	1	2.190	0.250	-0.230			
K2-254 c	1	2.190	0.240	-0.180			
Kepler-1042 b	1	2.190	0.110	-0.160			
Kepler-1109 b	1	2.190	0.440	-0.230			
Kepler-1630 b	1	2.190	0.200	-0.100			
Kepler-174 d	1	2.190	0.130	-0.130			
Kepler-57 b	1	2.190			115.00000		
TOI-2136 b	1	2.190	0.170	-0.170	6.37000	2.45000	-2.29000
TOI-2257 b	1	2.194	0.113	-0.111			
HD 28109 b	1	2.199	0.098	-0.100	18.49600	9.12000	-7.60900
HD 110067 b	1	2.200	0.030	-0.030	5.69000	1.78000	-1.82000
K2-325 b	1	2.200	0.140	-0.150			
K2-332 b	1	2.200	0.190	-0.150			
Kepler-100 c	1	2.200	0.050	-0.050	7.05000		
Kepler-1137 b	1	2.200	0.830	-0.400			
Kepler-122 d	1	2.200	0.440	-0.440			
Kepler-1378 b	1	2.200	0.710	-0.140			
Kepler-169 e	1	2.200	0.290	-0.290			
Kepler-229 b	1	2.200	0.780	-0.780			
Kepler-23 d	1	2.200	0.090	-0.090			
Kepler-240 c	1	2.200	0.890	-0.890			
Kepler-307 c	1	2.200	0.070	-0.070	3.64000	0.65000	-0.58000
Kepler-32 b	1	2.200	0.200	-0.200	1303.00000		
Kepler-513 b	1	2.200	0.310	-0.200			
Kepler-84 f	1	2.200	0.430	-0.430			
Kepler-1862 b	1	2.203					
Kepler-1861 b	1	2.207					
TOI-178 e	1	2.207	0.088	-0.090	3.86000	1.25000	-0.94000
Kepler-19 b	1	2.209	0.048	-0.048	6.10000	2.80000	-2.70000
K2-275 c	1	2.210	0.080	-0.060			
K2-335 b	1	2.210	0.180	-0.140			
Kepler-1026 b	1	2.210	0.330	-0.150			
Kepler-110 c	1	2.210	0.440	-0.440			
Kepler-1162 b	1	2.210	0.500	-0.210			
Kepler-1980 b	1	2.210	0.360	-0.120			
Kepler-55 c	1	2.210					
Kepler-632 b	1	2.210	0.330	-0.080			
Kepler-862 b	1	2.210	0.440	-0.170			
Kepler-989 b	1	2.210	0.140	-0.130			
Kepler-1874 b	1	2.211					
K2-374 c	1	2.213	0.091	-0.086			
Kepler-1655 b	1	2.213	0.082	-0.082	5.40000	1.70000	-1.70000
Kepler-538 b	1	2.215	0.040	-0.034	12.90000	2.90000	-2.90000
KOI-7368 b	1	2.220	0.120	-0.120			
Kepler-1151 b	1	2.220	0.240	-0.170			
Kepler-1432 b	1	2.220	0.690	-0.300			
Kepler-1496 b	1	2.220	0.910	-0.360			
Kepler-1609 b	1	2.220	0.900	-0.320			
Kepler-1949 b	1	2.220					
Kepler-235 e	1	2.220	0.290	-0.290			
Kepler-938 b	1	2.220	0.250	-0.160			
K2-384 f	1	2.222	0.091	-0.082			
Kepler-1701 b	1	2.222					
Kepler-1753 b	1	2.227					
Kepler-1782 b	1	2.229					
K2-17 b	1	2.230	0.200	-0.200			
K2-268 f	1	2.230	0.150	-0.090			
K2-352 d	1	2.230	0.130	-0.090			
Kepler-1186 b	1	2.230	0.360	-0.220			
Kepler-1196 b	1	2.230	0.370	-0.210			
Kepler-165 c	1	2.230	1.350	-1.350			
Kepler-217 b	1	2.230	0.320	-0.320			
Kepler-235 b	1	2.230	0.100	-0.100			
Kepler-292 d	1	2.230	0.210	-0.210			
Kepler-587 b	1	2.230	0.640	-0.170			
Kepler-84 b	1	2.230	0.100	-0.100			
K2-264 b	1	2.231	0.151	-0.145			
Kepler-1768 b	1	2.233					
HD 15906 b	1	2.240	0.080	-0.080			
K2-48 b	1	2.240	0.240	-0.240			
Kepler-155 c	1	2.240	0.150	-0.150			
Kepler-157 c	1	2.240	0.430	-0.430			
Kepler-196 c	1	2.240	0.170	-0.170			
Kepler-284 b	1	2.240	0.980	-0.980			
Kepler-439 b	1	2.240	0.160	-0.450			
Kepler-534 b	1	2.240	0.080	-0.070			
Kepler-556 b	1	2.240	0.200	-0.120			
Kepler-69 b	1	2.240	0.440	-0.290			
K2-375 b	1	2.243	0.186	-0.174			
HD 207496 b	1	2.250	0.120	-0.100	6.10000	1.60000	-1.60000
K2-355 b	1	2.250	0.220	-0.160			
K2-9 b	1	2.250	0.530	-0.960			
Kepler-1090 b	1	2.250	0.210	-0.170			
Kepler-1381 b	1	2.250	0.290	-0.190			
Kepler-1407 b	1	2.250	0.530	-0.320			
Kepler-172 d	1	2.250	0.400	-0.400			
Kepler-272 d	1	2.250	1.220	-1.220			
Kepler-290 b	1	2.250	1.220	-1.220			
Kepler-300 c	1	2.250	1.040	-1.040			
Kepler-342 b	1	2.250	0.400	-0.400			
Kepler-467 b	1	2.250	0.300	-0.080			
Kepler-567 b	1	2.250	0.150	-0.120			
Kepler-919 b	1	2.250	0.870	-0.290			
Kepler-982 b	1	2.250	0.470	-0.270			
K2-159 b	1	2.260	0.170	-0.110			
K2-346 b	1	2.260	0.190	-0.100			
K2-5 c	1	2.260	0.620	-0.620			
Kepler-1034 b	1	2.260	0.170	-0.140			
Kepler-1242 b	1	2.260	0.130	-0.130			
Kepler-1261 b	1	2.260	0.140	-0.140			
Kepler-1388 c	1	2.260	0.140	-0.110			
Kepler-154 b	1	2.260	0.440	-0.440			
Kepler-163 c	1	2.260	0.940	-0.940			
Kepler-1996 b	1	2.260	0.160	-0.070			
Kepler-209 b	1	2.260	0.340	-0.340			
Kepler-568 b	1	2.260	0.080	-0.080			
Kepler-649 b	1	2.260	0.140	-0.120			
K2-401 b	1	2.262	0.209	-0.192			
Kepler-1863 b	1	2.263					
TOI-1062 b	1	2.265	0.096	-0.091	10.15000	0.81000	-0.84000
TOI-4342 b	1	2.266	0.038	-0.038			
TOI-2018 b	1	2.268	0.069	-0.069	9.20000	2.10000	-2.10000
EPIC 212297394 c	1	2.270	0.190	-0.140			
Kepler-1103 b	1	2.270	0.610	-0.270			
Kepler-121 c	1	2.270	1.250	-1.250			
Kepler-1503 b	1	2.270	0.190	-0.230			
Kepler-166 b	1	2.270	1.170	-1.170			
Kepler-183 c	1	2.270	0.980	-0.980			
Kepler-1985 b	1	2.270	0.250	-0.220			
Kepler-226 c	1	2.270	0.900	-0.900			
Kepler-267 d	1	2.270	0.120	-0.120			
Kepler-306 e	1	2.270	0.150	-0.150			
Kepler-401 d	1	2.270	0.400	-0.260			
Kepler-589 b	1	2.270	0.180	-0.120			
Kepler-759 b	1	2.270	0.490	-0.240			
Kepler-1817 b	1	2.273					
K2-398 b	1	2.274	0.113	-0.111			
Kepler-1766 b	1	2.279					
K2-326 b	1	2.280	0.180	-0.180			
Kepler-1020 b	1	2.280	0.080	-0.090			
Kepler-191 d	1	2.280	0.160	-0.130			
Kepler-1997 b	1	2.280	0.720	-0.280			
Kepler-250 c	1	2.280	1.310	-1.310			
Kepler-484 b	1	2.280	0.070	-0.050			
Kepler-583 b	1	2.280	0.290	-0.150			
Kepler-861 b	1	2.280	0.120	-0.130			
Kepler-947 b	1	2.280	0.230	-0.230			
TOI-763 b	1	2.280	0.110	-0.110	9.79000	0.78000	-0.78000
Kepler-1712 b	1	2.284					
Kepler-1903 b	1	2.286					
TOI-178 f	1	2.287	0.108	-0.110	7.72000	1.67000	-1.52000
K2-152 b	1	2.290	0.250	-0.240			
K2-356 b	1	2.290	0.150	-0.120			
Kepler-1201 b	1	2.290	0.910	-0.430			
Kepler-1227 b	1	2.290	0.520	-0.230			
Kepler-1304 b	1	2.290	0.190	-0.530			
Kepler-1334 b	1	2.290	0.310	-0.180			
Kepler-1374 b	1	2.290	0.200	-0.180			
Kepler-1760 b	1	2.290					
Kepler-319 d	1	2.290	0.350	-0.350			
Kepler-379 c	1	2.290	0.430	-0.430			
Kepler-613 b	1	2.290	0.400	-0.170			
Kepler-626 b	1	2.290	0.280	-0.200			
Kepler-960 b	1	2.290	0.070	-0.250			
Kepler-1922 b	1	2.291					
Kepler-633 c	1	2.296					
Kepler-1918 b	1	2.298					
K2-138 c	1	2.299	0.120	-0.087	6.31000	1.13000	-1.23000
EPIC 212624936 c	1	2.300	0.500	-0.500			
K2-167 b	1	2.300	0.210	-0.140	6.50000	1.60000	-1.50000
K2-183 c	1	2.300	0.200	-0.100			
K2-183 d	1	2.300	0.200	-0.200			
K2-22 b	1	2.300	0.100	-0.100			
K2-59 c	1	2.300	0.290	-0.290			
K2-77 b	1	2.300	0.160	-0.160	603.87700		
Kepler-1052 c	1	2.300	0.540	-0.190			
Kepler-1073 b	1	2.300	0.490	-0.250			
Kepler-116 c	1	2.300	0.440	-0.440			
Kepler-156 b	1	2.300	0.170	-0.170			
Kepler-224 d	1	2.300	0.140	-0.140			
Kepler-328 b	1	2.300	0.960	-0.230	28.50000	12.90000	-12.30000
Kepler-621 b	1	2.300	0.070	-0.190			
Kepler-770 b	1	2.300	0.320	-0.170			
K2-202 b	1	2.302	0.184	-0.129			
Kepler-1798 b	1	2.309					
K2-74 b	1	2.310	0.190	-0.190			
Kepler-244 d	1	2.310	0.970	-0.970			
Kepler-417 b	1	2.310	0.860	-0.170	11.00000	9.30000	-7.90000
Kepler-624 b	1	2.310	0.330	-0.240			
Kepler-926 b	1	2.310	0.570	-0.230			
Kepler-981 b	1	2.310	0.300	-0.180			
Kepler-1926 b	1	2.315					
Kepler-1787 b	1	2.319					
EPIC 212587672 c	1	2.320	0.190	-0.120			
K2-259 b	1	2.320	0.200	-0.170			
K2-28 b	1	2.320	0.240	-0.240			
K2-386 b	1	2.320	0.071	-0.067			
K2-69 b	1	2.320	0.360	-0.360			
Kepler-1010 b	1	2.320	0.440	-0.180			
Kepler-1208 b	1	2.320	0.190	-0.140			
Kepler-1255 b	1	2.320	0.640	-0.290			
Kepler-1486 b	1	2.320	0.580	-0.290			
Kepler-1643 b	1	2.320	0.130	-0.130			
Kepler-165 b	1	2.320	1.410	-1.410			
Kepler-321 c	1	2.320	0.450	-0.450			
Kepler-496 b	1	2.320	0.190	-0.140			
Kepler-954 b	1	2.320	0.050	-0.110			
Kepler-998 b	1	2.320	0.610	-0.300			
Kepler-1951 b	1	2.321					
Kepler-1802 c	1	2.322					
Kepler-1812 b	1	2.325					
TOI-411 c	1	2.328	0.038	-0.039	9.72000		
Kepler-1021 b	1	2.330	0.250	-0.180			
Kepler-1247 b	1	2.330	0.210	-0.160			
Kepler-1983 b	1	2.330	0.130	-0.180			
Kepler-239 b	1	2.330	0.150	-0.150			
Kepler-241 b	1	2.330	1.030	-1.030			
Kepler-287 b	1	2.330	1.060	-1.060			
Kepler-436 c	1	2.330	0.190	-0.140			
Kepler-443 b	1	2.330	0.190	-0.220			
LTT 3780 c	1	2.330	0.140	-0.130	7.02000	0.69000	-0.67000
EPIC 229004835 b	1	2.332	0.080	-0.094	10.40000	1.60000	-1.50000
Kepler-783 c	1	2.332					
K2-275 b	1	2.340	0.250	-0.270			
KOI-7913 b	1	2.340	0.180	-0.180			
Kepler-1154 b	1	2.340	1.060	-0.490			
Kepler-1158 b	1	2.340	0.460	-0.460			
Kepler-121 b	1	2.340	1.270	-1.270			
Kepler-122 b	1	2.340	0.460	-0.460			
Kepler-171 b	1	2.340	1.050	-1.050			
Kepler-213 c	1	2.340	0.450	-0.450			
Kepler-246 b	1	2.340	1.200	-1.200			
Kepler-275 b	1	2.340	0.450	-0.450			
Kepler-29 c	1	2.340	0.120	-0.110	4.50000	1.10000	-1.10000
Kepler-338 c	1	2.340	0.120	-0.120			
Kepler-925 b	1	2.340	0.660	-0.210			
Kepler-999 b	1	2.340	0.650	-0.490			
K2-222 b	1	2.350	0.080	-0.070	8.70000	1.70000	-1.70000
K2-251 b	1	2.350	0.260	-0.210			
Kepler-1132 b	1	2.350	0.190	-0.170			
Kepler-172 b	1	2.350	0.420	-0.420			
Kepler-216 b	1	2.350	0.460	-0.460			
Kepler-256 e	1	2.350	0.580	-0.580			
Kepler-292 f	1	2.350	0.220	-0.220			
Kepler-306 c	1	2.350	0.190	-0.190			
Kepler-967 b	1	2.350	0.080	-0.100			
K2-393 b	1	2.352	0.175	-0.167			
Kepler-1842 b	1	2.354					
Kepler-10 c	1	2.355	0.022	-0.022	11.40000	1.30000	-1.30000
TOI-270 c	1	2.355	0.064	-0.064	6.15000	0.37000	-0.37000
Kepler-1806 b	1	2.356					
Kepler-68 b	1	2.357	0.023	-0.023	8.03000	0.67000	-0.67000
K2-233 d	1	2.358	0.043	-0.036	21.14000		
K2-366 b	1	2.359	0.187	-0.167			
Kepler-1022 b	1	2.360	0.080	-0.280			
Kepler-1066 b	1	2.360	0.500	-0.330			
Kepler-112 b	1	2.360	0.570	-0.570			
Kepler-1154 c	1	2.360	0.950	-0.490			
Kepler-1192 b	1	2.360	0.240	-0.220			
Kepler-1214 b	1	2.360	0.190	-0.110			
Kepler-1345 b	1	2.360	1.060	-0.460			
Kepler-184 b	1	2.360	1.330	-1.330			
Kepler-482 b	1	2.360	0.370	-0.140			
Kepler-535 b	1	2.360	0.330	-0.210			
Kepler-83 c	1	2.360	0.350	-0.350			
Kepler-84 c	1	2.360	0.110	-0.110			
Kepler-983 b	1	2.360	0.070	-0.180			
Kepler-986 b	1	2.360	0.290	-0.190			
K2-18 b	1	2.370	0.220	-0.220	8.92000	1.70000	-1.60000
Kepler-1159 b	1	2.370	1.030	-0.370			
Kepler-125 b	1	2.370	0.100	-0.100			
Kepler-1272 b	1	2.370	0.700	-0.320			
Kepler-1309 b	1	2.370	0.200	-0.200			
Kepler-1814 b	1	2.370					
Kepler-336 d	1	2.370	0.480	-0.480			
Kepler-454 b	1	2.370	0.130	-0.130	5.40000	1.40000	-1.40000
Kepler-558 b	1	2.370	0.170	-0.140			
Kepler-597 b	1	2.370	0.330	-0.130			
Kepler-651 b	1	2.370	0.220	-0.140			
Kepler-81 c	1	2.370	0.370	-0.370			
TOI-1266 b	1	2.370	0.160	-0.120	13.50000	11.00000	-9.00000
Kepler-1788 b	1	2.379					
Kepler-1060 b	1	2.380	0.450	-0.290			
Kepler-1071 b	1	2.380	0.070	-0.140			
Kepler-1249 b	1	2.380	0.970	-0.380			
Kepler-159 b	1	2.380	0.180	-0.180			
Kepler-166 c	1	2.380	1.230	-1.230			
Kepler-189 c	1	2.380	1.190	-1.190			
Kepler-639 b	1	2.380	0.550	-0.340			
Kepler-1781 b	1	2.381					
Kepler-1824 b	1	2.381					
Kepler-1872 b	1	2.384					
Kepler-1849 b	1	2.387					
HD 110067 c	1	2.388	0.036	-0.036	6.30000		
HD 15337 c	1	2.390	0.120	-0.120	8.11000	1.82000	-1.69000
HD 73583 c	1	2.390	0.100	-0.090	9.70000	1.80000	-1.70000
K2-138 d	1	2.390	0.104	-0.084	7.92000	1.39000	-1.35000
K2-185 c	1	2.390	0.090	-0.090			
K2-220 b	1	2.390	0.120	-0.120			
Kepler-1014 b	1	2.390	0.210	-0.250			
Kepler-152 c	1	2.390	0.160	-0.160			
Kepler-193 b	1	2.390	1.080	-1.080			
Kepler-215 d	1	2.390	0.550	-0.550			
Kepler-238 c	1	2.390	0.450	-0.450			
Kepler-574 b	1	2.390	0.330	-0.160			
Kepler-575 b	1	2.390	0.520	-0.210			
Kepler-592 b	1	2.390	0.580	-0.250			
Kepler-614 b	1	2.390	0.200	-0.170			
Kepler-798 b	1	2.390	1.040	-0.340			
Kepler-897 b	1	2.390	0.660	-0.250			
HIP 113103 c	1	2.400	0.100	-0.080			
K2-187 d	1	2.400	0.300	-0.300			
KIC 8540376 c	1	2.400	1.900	-1.400			
Kepler-112 c	1	2.400	0.580	-0.580			
Kepler-129 b	1	2.400	0.040	-0.040			
Kepler-1321 c	1	2.400	0.300	-0.180			
Kepler-194 d	1	2.400	1.260	-1.260			
Kepler-24 b	1	2.400			508.50000		
Kepler-666 b	1	2.400	0.580	-0.280			
Kepler-864 b	1	2.400	0.630	-0.220			
Kepler-411 b	1	2.401	0.053	-0.053	25.60000	2.60000	-2.60000
K2-224 c	1	2.410	0.160	-0.120			
K2-263 b	1	2.410	0.120	-0.120	14.90000	2.10000	-2.10000
K2-347 b	1	2.410	0.110	-0.100			
K2-59 b	1	2.410	0.310	-0.310			
K2-8 c	1	2.410	0.330	-0.330			
K2-84 b	1	2.410	0.350	-0.350			
Kepler-1170 b	1	2.410	0.190	-0.170			
Kepler-1182 b	1	2.410	0.600	-0.500			
Kepler-131 b	1	2.410	0.200	-0.200	16.13000	3.50000	-3.50000
Kepler-1337 b	1	2.410	0.100	-0.440			
Kepler-143 b	1	2.410	0.600	-0.600			
Kepler-26 e	1	2.410	0.150	-0.150			
Kepler-343 b	1	2.410	0.510	-0.510			
TOI-1260 b	1	2.410	0.050	-0.050	8.56000	1.54000	-1.54000
K2-367 b	1	2.413	0.225	-0.196			
TOI-1201 b	1	2.415	0.091	-0.090	6.28000	0.84000	-0.88000
TOI-4342 c	1	2.415	0.043	-0.040			
K2-397 b	1	2.417	0.187	-0.183			
TOI-4308 b	1	2.419	0.119	-0.133			
K2-43 c	1	2.420	0.260	-0.110			
Kepler-680 b	1	2.420	0.820	-0.250			
Kepler-717 b	1	2.420	0.250	-0.350			
Kepler-81 b	1	2.420	0.380	-0.380			
Kepler-920 b	1	2.420	0.220	-0.160			
Kepler-1858 b	1	2.422					
Kepler-1871 b	1	2.422					
Kepler-1716 b	1	2.425					
K2-214 b	1	2.430	0.130	-0.130			
K2-324 b	1	2.430	0.150	-0.130			
Kepler-147 c	1	2.430	0.490	-0.490			
Kepler-1526 b	1	2.430	0.090	-0.390			
Kepler-173 c	1	2.430	1.210	-1.210			
Kepler-233 b	1	2.430	0.660	-0.660			
Kepler-307 b	1	2.430	0.090	-0.090	7.44000	0.91000	-0.87000
Kepler-55 b	1	2.430					
Kepler-616 b	1	2.430	0.330	-0.200			
Kepler-765 b	1	2.430	0.530	-0.220			
Kepler-786 b	1	2.430	0.120	-0.070			
TOI-4184 b	1	2.430	0.210	-0.210			
Kepler-1739 b	1	2.431					
K2-44 b	1	2.433	0.089	-0.072			
K2-198 d	1	2.438	0.130	-0.056			
Kepler-1845 b	1	2.438					
LP 791-18 c	1	2.438	0.096	-0.096	7.10000	0.70000	-0.70000
HD 106315 b	1	2.440	0.170	-0.170	12.60000	3.20000	-3.20000
K2-12 b	1	2.440	0.300	-0.140	5.20000		
K2-250 b	1	2.440	0.190	-0.150			
Kepler-1086 b	1	2.440	0.350	-0.280			
Kepler-1491 c	1	2.440	0.390	-0.530			
Kepler-1754 b	1	2.440					
Kepler-338 b	1	2.440	0.130	-0.130			
Kepler-675 b	1	2.440	0.240	-0.160			
TOI-1736 b	1	2.440	0.180	-0.180	12.80000	1.80000	-1.80000
HD 5278 b	1	2.450	0.050	-0.050	7.80000	1.50000	-1.40000
K2-293 b	1	2.450	0.350	-0.250			
K2-73 b	1	2.450	0.210	-0.210			
Kepler-1176 b	1	2.450	0.630	-0.320			
Kepler-164 d	1	2.450	0.470	-0.470			
Kepler-243 b	1	2.450	1.160	-1.160			
Kepler-570 b	1	2.450	0.340	-0.150			
TOI-913 b	1	2.453	0.127	-0.101			
TOI-139 b	1	2.457	0.212	-0.124			
Kepler-1388 e	1	2.460	0.140	-0.150			
Kepler-201 b	1	2.460	0.480	-0.480			
Kepler-282 d	1	2.460	1.000	-0.200	61.00000	35.90000	-36.10000
Kepler-397 b	1	2.460	21.320	-21.320			
Kepler-751 b	1	2.460	0.230	-0.180			
Kepler-933 b	1	2.460	0.230	-0.160			
K2-163 b	1	2.466	0.257	-0.124			
Kepler-1101 b	1	2.470	0.370	-0.210			
Kepler-1307 b	1	2.470	0.660	-0.270			
Kepler-1552 b	1	2.470	0.110	-0.100			
Kepler-1632 b	1	2.470	0.840	-0.350			
Kepler-198 c	1	2.470	0.370	-0.370			
Kepler-203 c	1	2.470	0.470	-0.470			
Kepler-263 c	1	2.470	1.350	-1.350			
Kepler-269 b	1	2.470	1.150	-1.150			
Kepler-306 d	1	2.470	0.240	-0.240			
Kepler-310 d	1	2.470	1.150	-1.150			
Kepler-510 b	1	2.470	0.230	-0.120			
Kepler-82 e	1	2.470	0.370	-0.370			
TOI-1470 c	1	2.470	0.020	-0.020	7.24000	2.87000	-2.77000
TOI-2084 b	1	2.470	0.130	-0.130			
TOI-712 d	1	2.474	0.090	-0.082			
Kepler-1829 b	1	2.479					
K2-15 b	1	2.480	0.300	-0.300			
K2-285 d	1	2.480	0.060	-0.060	6.50000		
K2-61 b	1	2.480	0.790	-0.790			
Kepler-1030 b	1	2.480	0.120	-0.180			
Kepler-256 d	1	2.480	0.630	-0.630			
Kepler-266 b	1	2.480	1.200	-1.200			
Kepler-416 b	1	2.480	0.990	-0.330	58.20000	53.40000	-39.50000
Kepler-713 b	1	2.480	0.500	-0.290			
Kepler-758 b	1	2.480	0.550	-0.400			
Kepler-846 b	1	2.480	0.320	-0.180			
K2-409 b	1	2.482	0.174	-0.158			
Kepler-1946 b	1	2.488					
HD 73583 b	1	2.490	0.100	-0.100			
HD 88986 b	1	2.490	0.180	-0.180	17.20000	4.00000	-3.80000
K2-21 c	1	2.490	0.170	-0.190			
K2-38 c	1	2.490	0.220	-0.220	7.40000	1.40000	-1.30000
K2-66 b	1	2.490	0.340	-0.240	21.30000	3.60000	-3.60000
Kepler-109 b	1	2.490	0.110	-0.110	4.90000		
Kepler-11 f	1	2.490	0.040	-0.070	2.00000	0.80000	-0.90000
Kepler-1273 b	1	2.490	0.330	-0.190			
Kepler-1540 b	1	2.490	0.190	-0.140			
Kepler-184 d	1	2.490	1.410	-1.410			
Kepler-265 d	1	2.490	0.540	-0.540			
Kepler-342 d	1	2.490	0.480	-0.480			
Kepler-475 b	1	2.490	0.050	-0.180			
Kepler-509 b	1	2.490	0.060	-0.060			
Kepler-652 b	1	2.490	0.060	-0.050			
Kepler-865 b	1	2.490	0.490	-0.240			
Kepler-1765 b	1	2.495					
K2-189 c	1	2.500	0.120	-0.120			
K2-231 b	1	2.500	0.200	-0.200			
K2-282 b	1	2.500	0.200	-0.100			
K2-6 b	1	2.500	0.880	-0.880			
Kepler-106 c	1	2.500	0.320	-0.320	10.44000	3.20000	-3.20000
Kepler-1168 b	1	2.500	0.180	-0.130			
Kepler-126 d	1	2.500	0.050	-0.050			
Kepler-1521 b	1	2.500	0.090	-0.100			
Kepler-254 d	1	2.500	1.190	-1.190			
Kepler-298 d	1	2.500	0.200	-0.200			
Kepler-481 b	1	2.500	0.370	-0.290			
Kepler-543 b	1	2.500	0.120	-0.260			
Kepler-659 b	1	2.500	0.330	-0.230			
Kepler-672 b	1	2.500	0.320	-0.180			
Kepler-738 b	1	2.500	0.200	-0.170			
Kepler-885 b	1	2.500	0.400	-0.390			
HD 207897 b	1	2.501	0.082	-0.078	14.40000	1.60000	-1.60000
Kepler-1935 b	1	2.503					
Kepler-1726 b	1	2.509					
Kepler-1033 b	1	2.510	0.410	-0.180			
Kepler-176 d	1	2.510	1.320	-1.320			
Kepler-239 c	1	2.510	0.420	-0.420			
Kepler-309 c	1	2.510	0.180	-0.180			
Kepler-445 c	1	2.510	0.360	-0.360			
TOI-1246 c	1	2.510	0.080	-0.080	8.80000	1.20000	-1.20000
K2-179 b	1	2.513	0.164	-0.121			
TOI-2076 b	1	2.518	0.036	-0.036			
K2-180 b	1	2.520	0.240	-0.100			
